RETAIL PRICE OF PETROLEUM PRODUCTS IN BANGKOK,,,,,,,,,,,,,,,,,
    -NOV (MIN),45.95,,38.43,33.83,23.19,35.98,35.46,29.99,,27.04,27.89,26.43,18.13,19.63,30.13,21.38,11.54
          (WT.AVG)   ,46.55,,38.78,33.83,23.19,36.33,35.46,29.99,,27.04,29.53,27.74,18.13,19.63,30.13,21.38,11.55
          (MAX),46.83,,38.81,33.86,23.19,36.36,35.46,30.06,,27.04,31.54,30.46,18.13,19.63,30.13,21.38,11.55
    -DEC (MIN),47.26,,39.74,34.79,23.78,37.29,35.46,29.99,,27.04,28.28,26.57,18.13,20.13,30.13,21.38,11.54
          (WT.AVG)   ,47.65,,39.76,34.8,23.78,37.3,35.46,29.99,,27.04,29.91,27.87,18.13,20.13,30.13,21.38,11.55
          (MAX),47.83,,39.81,34.86,23.78,37.36,35.46,30.04,,27.04,31.93,30.6,18.13,20.13,30.13,21.38,11.55
2014    (MIN),46.43,,38.83,34.37,24.11,36.53,35.26,29.69,,27.04,28.03,26.32,18.13,22.25,29.07,21.68,11.71
      (WT.AVG)   ,46.73,,38.85,34.35,24.11,36.55,35.26,29.69,,27.04,29.64,27.61,18.13,22.35,29.07,21.8,11.77
            (MAX),46.92,,38.94,34.43,24.11,36.6,35.26,29.73,,27.04,31.64,30.31,18.13,22.38,29.07,21.86,11.81
    -JAN (MIN),48.22,,40.53,35.58,24.45,38.08,35.46,29.99,,27.04,28.82,27.09,18.13,20.63,30.13,21.38,11.55
          (WT.AVG)   ,48.54,,40.66,35.74,24.45,38.23,35.46,29.99,,27.04,30.44,28.4,18.13,20.63,30.13,21.38,11.55
          (MAX),48.73,,40.71,35.76,24.45,38.26,35.46,29.99,,27.04,32.46,31.12,18.13,20.63,30.13,21.38,11.55
    -FEB (MIN),48.05,,40.53,35.58,24.38,38.08,35.46,29.99,,27.04,28.76,27.04,18.13,21.13,30.13,21.38,11.55
          (WT.AVG)   ,48.42,,40.53,35.22,24.38,38.08,35.46,29.99,,27.04,30.39,28.35,18.13,21.13,30.13,21.38,11.55
          (MAX),48.55,,40.53,35.58,24.38,38.08,35.46,29.99,,27.04,32.4,31.07,18.13,21.13,30.13,21.38,11.55
    -MAR (MIN),48.28,,40.76,35.81,24.52,38.31,35.46,29.99,,27.04,28.75,27.03,18.13,21.63,30.13,21.38,11.54
          (WT.AVG)   ,48.67,,40.76,35.81,24.52,38.31,35.46,29.99,,27.04,30.38,28.34,18.13,21.63,30.13,21.38,11.55
          (MAX),48.78,,40.76,35.81,24.52,38.31,35.46,29.99,,27.04,32.39,31.06,18.13,21.63,30.13,21.38,11.55
    -APR (MIN),48.41,,40.89,35.94,24.57,38.44,35.46,29.99,,27.04,28.68,26.96,18.13,22.13,30.13,21.38,11.55
          (WT.AVG)   ,48.78,,40.89,35.94,24.56,38.44,35.46,29.99,,27.04,30.31,28.27,18.13,22.13,30.13,21.38,11.55
          (MAX),48.91,,40.89,35.94,24.57,38.44,35.46,29.99,,27.04,32.32,30.99,18.13,22.13,30.13,21.38,11.55
    -MAY (MIN),48.99,,40.97,36.07,24.7,38.52,35.46,29.99,,27.04,28.83,27.12,18.13,22.63,30.13,21.38,11.55
          (WT.AVG)   ,49.24,,41.04,36.07,24.67,38.58,35.46,29.99,,27.04,30.46,28.42,18.13,22.63,30.13,21.38,11.55
          (MAX),49.5,,41.16,36.15,24.7,38.71,35.46,30.05,,27.04,32.48,31.14,18.13,22.63,30.13,21.38,11.55
    -JUN (MIN),48.8,,40.78,35.85,24.61,38.33,35.46,29.91,,27.04,29.39,27.72,18.13,22.63,30.13,21.38,11.55
          (WT.AVG)   ,49.18,,40.86,35.87,24.61,38.38,35.46,29.91,,27.04,31.04,29.02,18.13,22.63,30.13,21.38,11.55
          (MAX),49.52,,41.03,36.08,24.61,38.58,35.46,30.01,,27.04,33.08,31.74,18.13,22.63,30.13,21.38,11.55
    -JUL (MIN),48.75,,40.62,35.67,24.51,38.17,35.46,29.85,,27.04,29.18,27.51,18.13,22.63,30.13,21.38,11.55
          (WT.AVG)   ,49.18,,40.66,35.68,24.51,38.19,35.46,29.85,,27.04,30.83,28.82,18.13,22.63,30.13,21.38,11.55
          (MAX),49.41,,40.76,35.81,24.51,38.31,35.46,29.85,,27.04,32.87,31.54,18.13,22.63,30.13,21.38,11.55
    -AUG (MIN),48.37,,39.78,34.94,24.28,37.37,35.46,29.86,,27.04,28.95,27.24,18.13,22.63,30.07,21.38,11.55
          (WT.AVG)   ,48.67,,39.78,34.94,24.28,37.37,35.46,29.86,,27.04,30.5,28.48,18.13,22.63,30.07,21.38,11.55
          (MAX),48.85,,39.78,34.94,24.28,37.37,35.46,29.86,,27.04,32.42,31.08,18.13,22.63,30.07,21.38,11.55
    -SEP (MIN),44.86,,37.8,33.98,24.28,35.78,35.46,29.99,,27.04,28.59,26.88,18.13,22.63,29.33,21.38,11.55
          (WT.AVG)   ,44.87,,37.8,33.98,24.28,35.78,35.46,29.99,,27.04,30.17,28.15,18.13,22.63,29.33,21.38,11.55
          (MAX),44.97,,37.8,33.98,24.28,35.78,35.46,29.99,,27.04,32.12,30.79,18.13,22.63,29.33,21.38,11.55
    -OCT (MIN),43.81,,36.75,33.11,23.48,34.73,35.13,29.66,,27.04,27.29,25.58,18.13,22.63,29.02,22,11.88
          (WT.AVG)   ,43.98,,36.75,33.11,23.48,34.73,35.13,29.66,,27.04,28.92,26.88,18.13,22.63,29.02,22.22,12
          (MAX),44.12,,36.75,33.11,23.48,34.73,35.13,29.66,,27.04,30.94,29.61,18.13,22.63,29.02,22.63,12.22
    -NOV (MIN),42.05,,34.99,31.67,22.88,32.97,34.86,29.41,,27.04,25.97,24.26,18.13,22.63,25.37,22.63,12.22
          (WT.AVG)   ,42.39,,35,31.67,22.88,32.97,34.86,29.42,,27.04,27.55,25.53,18.13,22.85,25.37,22.85,12.34
          (MAX),42.7,,35.05,31.73,22.88,32.97,34.86,29.42,,27.04,29.5,28.16,18.13,23.13,25.37,23.13,12.49
    -DEC (MIN),38.58,,31.52,28.2,22.65,29.57,33.96,27.6,,27.04,23.09,21.38,18.13,23.13,24.16,23.13,12.49
          (WT.AVG)   ,38.85,,31.52,28.2,22.65,29.57,33.96,27.64,,27.04,24.73,22.7,18.13,24.09,24.16,24.09,13.01
          (MAX),39.03,,32.1,28.23,22.65,29.61,33.96,27.91,,27.04,26.75,25.43,18.13,24.16,24.16,24.16,13.05
2015    (MIN),34.87,,28.77,26.26,22.92,27.42,31.15,26.01,,,22.12,20.41,18.13,24.06,24.06,24.06,12.99
      (WT.AVG)   ,35.17,,28.79,26.26,22.92,27.68,31.15,26.02,,,24.18,22.03,18.13,24.06,24.06,24.06,12.99
            (MAX),35.37,,28.84,26.32,22.92,27.74,31.15,26.06,,,26.74,25.4,18.13,24.09,24.09,24.09,13.01
    -JAN (MIN),35.1,,28.04,25.12,21.98,26.57,32.73,25.83,,,20.54,18.83,18.13,24.16,24.16,24.16,13.05
          (WT.AVG)   ,35.38,,28.04,25.12,21.98,26.57,32.73,25.83,,,22.43,20.32,18.13,24.16,24.16,24.16,13.05
          (MAX),35.55,,28.04,25.12,21.98,26.57,32.73,25.83,,,24.77,23.43,18.13,24.16,24.16,24.16,13.05
    -FEB (MIN),35.09,,28.47,25.75,22.67,27.15,31.76,26.22,,,21.83,20.12,18.13,24.16,24.16,24.16,13.05
          (WT.AVG)   ,35.44,,28.53,25.78,22.67,27.18,31.76,26.27,,,23.63,21.55,18.13,24.16,24.16,24.16,13.05
          (MAX),35.71,,28.67,25.95,22.67,27.35,31.76,26.4,,,25.86,24.52,18.13,24.16,24.16,24.16,13.05
    -MAR (MIN),35.2,,29.35,26.63,23.48,28.03,31.49,26.76,,,21.99,20.28,18.13,24.16,24.16,24.16,13.05
          (WT.AVG)   ,35.5,,29.36,26.63,23.48,28.04,31.49,26.77,,,23.8,21.71,18.13,24.16,24.16,24.16,13.05
          (MAX),35.69,,29.39,26.67,23.48,28.07,31.49,26.84,,,26.03,24.69,18.13,24.16,24.16,24.16,13.05
    -APR (MIN),33.66,,28.1,25.83,22.81,27.23,30.51,25.26,,,21.19,19.48,18.13,23.96,23.96,23.96,12.94
          (WT.AVG)   ,33.95,,28.11,25.83,22.81,27.24,30.51,25.26,,,23.56,21.32,18.13,23.98,23.98,23.98,12.95
          (MAX),34.15,,28.17,25.87,22.81,27.3,30.51,25.28,,,26.49,25.16,18.13,24.16,24.16,24.16,13.05
    -MAY (MIN),34.75,,29.08,26.86,23.19,26.81,30.43,26.07,,,23.75,22.04,18.13,23.96,23.96,23.96,12.94
          (WT.AVG)   ,35.03,,29.08,26.86,23.19,28.27,30.43,26.07,,,26,23.8,18.13,23.96,23.96,23.96,12.94
          (MAX),35.2,,29.13,26.91,23.19,28.31,30.43,26.09,,,28.79,27.46,18.13,23.96,23.96,23.96,12.94
    -JUN (MIN),35.42,,29.57,27.35,23.37,28.75,29.97,25.9,,,23.43,21.72,18.13,23.96,23.96,23.96,12.94
          (WT.AVG)   ,35.73,,29.59,27.35,23.37,28.76,29.97,25.9,,,25.68,23.48,18.13,23.96,23.96,23.96,12.94
          (MAX),35.9,,29.64,27.42,23.37,28.82,29.97,25.9,,,28.47,27.14,18.13,23.96,23.96,23.96,12.94
,,,,,,,,,,,,,,,,,
"AFTER OCT 1995, GP = UGP",,,,,,,,,,,,,,,,,
